1253055;1683 Калопр.стомич.двухком.Alterna N30 меш.закр.непроз.фланец 60мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;643,8;561,05;ЯЩ-EX;01.11.2022;111487;НДС - 7%;0;5708932379625;1
1253047;1691 Калопр.стомич.двухком.Alterna N30 меш.откр.непроз.фланец 40мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;953,04;830,54;ЯЩ-EX;01.09.2022;111489;НДС - 7%;0;5708932379526;1
1253048;1692 Калопр.стомич.двухком.Alterna N30 меш.откр.непроз.фланец 50мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;943,61;825;ЯЩ-EX;01.10.2022;111490;НДС - 7%;0;5708932379540;1
1253056;1693 Калопр.стомич.двухком.Alterna N30 меш.откр.непроз.фланец 60мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;943,61;825;ЯЩ-EX;01.10.2022;111488;НДС - 7%;0;5708932379564;1
1253035;1758 Калопр.стомич.двухком.Alterna N20 УРО меш.откр.проз.375мл фланец 50мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;667,22;581,46;ЯЩ-EX;01.04.2022;111413;НДС - 7%;0;5708932493420;1
1253040;1771 Калопр.стомич.двухом.Alterna N5 пласт.фланец 40мм вырез 10-35мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;177,31;154,52;ЯЩ-EX;01.07.2020;111429;НДС - 7%;0;5708932379465;1
1253042;1779 Калопр.стомич.двухком.пласт.Аlterna N5 фланец 60мм вырез 10-55мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;177,31;154,52;ЯЩ-EX;01.07.2020;111431;НДС - 7%;0;5708932379502;1
1253167;2650 Паста Coloplast 60г;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;231,72;201,93;ЯЩ-EX;01.09.2019;;НДС - 7%;0;;1
1253166;26555 Паста Brava полoски №10;Колопласт, Дания;2.4.3Прочее_холод от+8 до +15;226,18;197,11;ЯЩ-EX;01.07.2019;294128;НДС - 7%;0;5708932576727;1
1809005;42011Пробирка вакуум.Vacumed 13х75мл стер.с К2 EDTA №100(3мл крови,сирен.крыш.);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;264,01;235,72;ЯЩ-EX;01.11.2018;306301;НДС - 7%;0;;1
1809006;42012Пробирка вакуум.Vacumed 13х75мл стер.с К2 EDTA №100(4мл крови,сирен.крыш.);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;249,14;222,45;ЯЩ-EX;01.12.2018;259572;НДС - 7%;0;;1
1809007;42111Пробирка вакуум.Vacumed 13х75мл стер.с К3 EDTA №100(3мл крови,фиол.крыш.);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;256,03;228,6;ЯЩ-EX;01.07.2018;357244;НДС - 7%;0;;1
1809010;42411Пробирка вакуум.Vacumed 13х75мл стер.,цитр.Na 3.2% №100(2.7мл,голубая);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;314,61;280,9;ЯЩ-EX;01.10.2018;306435;НДС - 7%;0;;1
1809012;42482Пробирка вакуум.Vacumed 13х75мл стер.,цитр.Na 3.8% №100(3.6мл,голубая);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;276,83;247,17;ЯЩ-EX;01.06.2018;267600;НДС - 7%;0;;1
1809013;42612Пробирка вакуум.Vacumed 13х75мл стер.,с активат.сворач.№100(4мл,красн.);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;276,83;247,17;ЯЩ-EX;01.12.2018;428486;НДС - 7%;0;;1
1809014;43616Пробирка вакуум.Vacumed 13х100мл стер.,с активат.сворач.№100(6мл,красн.);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;338,75;299,99;ЯЩ-EX;01.12.2018;438209;НДС - 7%;0;;1
1809015;43726Пробирка вакуум.Vacumed 13х100мл стер.,гель+активат.сворач.№100(5мл,золот-желт);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;382,5;341,52;ЯЩ-EX;01.05.2018;267592;НДС - 7%;0;;1
1809016;43906Пробирка вакуум.Vacumed 13х100мл стер.,№100(6мл,красн.крыш.);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;276,83;247,17;ЯЩ-EX;01.09.2018;267594;НДС - 7%;0;;1
1809017;44619Пробирка вакуум.Vacumed 16х100мл стер.,с активат.сворач.№100(9мл,красн.);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;408,99;365,17;ЯЩ-EX;01.03.2018;259583;НДС - 7%;0;;1
1809018;44909Пробирка вакуум.Vacumed 16х100мл стер.№100(9мл,красн.крыш.);F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;408,99;365,17;ЯЩ-EX;01.04.2019;438214;НДС - 7%;0;;1
1809019;45000Держатель Vacumed д/пробирок №100;F.L. MEDICAL s.r.l. Unipersonale, Італія;2.5.2Изделия мед.назнач._предм. ухода_общий режим;76,28;68,11;ЯЩ-EX;01.09.2022;378636;НДС - 7%;0;;1
1253043;46759 Калопр.стомич.двухком.пласт.Alterna Convex N4 фланец 50мм 15-33 мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;212,9;185,53;ЯЩ-EX;01.10.2020;111409;НДС - 7%;0;5708932379281;1
1253044;46769 Калопр.стомич.двухком.пласт.Alterna Convex N4 фланец 60мм 15-43 мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;212,9;185,53;ЯЩ-EX;01.03.2020;111410;НДС - 7%;0;5708932379304;1
5274001;5 дней капс. №60 диет доб.;Шень Чжень Гонсен Байоледжі Індастрі Ко.,Лтд, КНР;2.1.1БАД_общий режим;256,67;228,6;ЯЩ-EX;01.07.2018;232356;НДС - 20%;0;6907289423756;1
225.0001;5-нок табл. п/о 50мг N50 фл.;Лек фармацевтична компанія  д.д.,Словенія;1.5.6ЛС_общий режим;137,15;124,28;ПАЛЛЕТ-EX;01.06.2022;5239;НДС - 7%;0;3838957885787;1
463.0051;5-фторурацил ЭБЕВЕ конц.д/р-ра д/инф.50мг/мл 10мл (500мг) фл.№1;ЕБЕВЕ Фарма Гес.м.б.Х Нфг.КГ, Австрія;1.5.5ЛС_Ограниченного отпуска;243,97;212,61;СПАЙКА-EX;01.10.2018;3760;НДС - 7%;0;9088881314301;1
463.0064;5-фторурацил ЭБЕВЕ конц.д/р-ра д/инф.50мг/мл 20мл (1000мг) N1 фл.;ЭБЕВЕ Фарма Гес.м.б.Х.Нфг.КГ, Австрiя;1.5.5ЛС_Ограниченного отпуска;444,53;387,39;ЯЩ-EX;01.11.2018;13834;НДС - 7%;0;9088881314318;1
1253022;6100 Калопр.стом.одн.mc2000 Large N30 меш.откр.больш.д/вырез.диаметр 10-80мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;1698,45;1480,13;ЯЩ-EX;01.10.2020;104509;НДС - 7%;0;5708932197076;1
1253026;6300 Калопр.сист.mc2000 N30 меш.откр.непроз.д/вырез.диаметр 15-60мм;Колопласт, Дания;2.5.2Изделия мед.назнач._предм. ухода_общий режим;1297,76;1130,95;ПАЛЛЕТ-EX;01.11.2020;104511;НДС - 7%;0;5708932179744;1
1088.0015;911 Бадяга ср-во от синяков и ушибов 100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;15,08;13,46;ЯЩ-EX;01.08.2019;391215;НДС - 20%;0;4820189850038;1
337.0279;911 Венолгон гель д/ног 100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;18,35;17;ЯЩ-EX;01.11.2019;391209;НДС - 20%;0;;1
1088.0009;911 Гель-бальз.Окопник при боли в суст.и мышцах 100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;17,61;16,08;ЯЩ-EX;01.11.2019;391220;НДС - 20%;0;4820189850052;1
709291;911 Гель-бальзам Заживин от трещин в ступнях и пятках 100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;14,59;13,04;ЯЩ-EX;01.05.2019;449712;НДС - 20%;0;;1
337.0275;911 Ревмалгон гель-бальзам д/тела 100мл при болях в суст.;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;20,59;19,25;ЯЩ-EX;01.01.2020;391203;НДС - 20%;0;4820189850014;1
1088.0018;911 С Хондроитином гель-бальзам д/суст.100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;21,63;20,17;ЯЩ-EX;01.11.2019;391208;НДС - 20%;0;4820189850076;1
1088.0021;911 С бишофитом гель-бальзам д/тела п/боли в суст.100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;17,07;15,71;ЯЩ-EX;01.11.2019;391223;НДС - 20%;0;4820189850090;1
1088.0020;911 С конским каштаном гель-бальзам д/ног 100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;19,79;17,67;ЯЩ-EX;01.11.2019;391212;НДС - 20%;0;4820189850083;1
1088.0016;911 С экстр.пиявки гель-бальзам д/ног 100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;22,15;20,25;ЯЩ-EX;01.11.2019;391213;НДС - 20%;0;4820189850069;1
1088.0010;911 Сабельник гель-бальзам д/суст.100мл;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;17,97;16,04;ЯЩ-EX;01.11.2019;391206;НДС - 20%;0;4820189850045;1
709285;911 Шампунь Дегтярный п/перхоти 200мл фл.;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;20,11;17,96;ЯЩ-EX;01.09.2019;439564;НДС - 20%;0;;1
709286;911 Шампунь Луковый п/вып.волос 200мл фл.;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;24,88;22,25;ЯЩ-EX;01.01.2019;439566;НДС - 20%;0;;1
709287;911 Шампунь Себопирокс п/перхоти д/всех тип.волос 200мл фл.;ТОВ ВТФ"Фармаком", Україна;2.6.1Косметика_общий режим;26,64;23,79;ЯЩ-EX;01.09.2019;439569;НДС - 20%;0;;1
470.0003;Bedan крем 50мл;П.В.Байверс ГмбХ для Касселла-мед ГмбХ енд Ко.Кг,Німеччина;2.6.1Косметика_общий режим;184,84;165,04;ЯЩ-EX;01.05.2018;267023;НДС - 20%;0;4008617545088;1
1535004;D-Vitum спрей 10мл д/дет.от рожд.до 6лет;Oleofarm Sp. z o.o., Польща;2.1.1БАД_общий режим;105,84;94,5;ЯЩ-EX;01.11.2019;397398;НДС - 20%;0;5904960012026;1
5179113;Eucerin 63001 рН5 Защит.восст.лосьон д/чув.кожи тела 200мл;Beiersdorf Manufacturing Poznan Sp.Z.o.o.,Польща ;2.6.1Косметика_общий режим;185,15;166,64;ЯЩ-EX;01.09.2019;385047;НДС - 20%;0;4005800630019;1
5179114;Eucerin 63071 рН5 Очищ.лосьон д/восст.и защ.чув.кожи тела 200мл;Beiersdorf Manufacturing Poznan Sp.Z.o.o.,Польща ;2.6.1Косметика_общий режим;178,96;161,08;ЯЩ-EX;01.11.2019;385048;НДС - 20%;0;4005800630712;1
5179032;Eucerin 63164 Антипер.шарик.д/гиперчув.кожи 50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;141,94;127,74;;01.12.2019;178569;НДС - 20%;0;4005800027598;1
5179116;Eucerin 63173 АтопиКонтроль очищ.масло д/атоп.кож.тела 400мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;228,36;205,53;ЯЩ-EX;01.12.2019;437264;НДС - 20%;0;4005800074929;1
5179099;Eucerin 63174 АтопиКонтроль Крем успок.д/атоп.кожи 40мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;185,15;166,64;;01.10.2020;278394;НДС - 20%;0;4005800076732;1
5179040;Eucerin 63178 Масло натур.д/тела от растяжек 125мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;240,71;216,64;ЯЩ-EX;01.09.2019;179034;НДС - 20%;0;4005800631788;1
5179117;Eucerin 63366 АтопиКонтроль лосьон д/атоп.кож.тела 250мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;234,54;211,08;ЯЩ-EX;01.10.2020;437267;НДС - 20%;0;4005800075018;1
5179019;Eucerin 63382 5% УреяПлюсКр.д/рук д/сух.кожи 75мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;117,25;105,52;ЯЩ-EX;01.11.2020;169546;НДС - 20%;0;;24
5179001;Eucerin 63485 Гиал-Филлер.Дн.кр.п/морщ.SPF15,50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;382,69;344,42;ЯЩ-EX;01.03.2020;169548;НДС - 20%;0;4005800634857;1
5179003;Eucerin 63486 Гиал-Филлер.Ноч.кр.п/морщ.50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;419,72;377,75;ЯЩ-EX;01.08.2020;169549;НДС - 20%;0;4005800634864;1
5179004;Eucerin 63536 Гиал-Филлер.Кр.п/морщ.под глаза 15мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;320,96;288,88;ЯЩ-EX;01.01.2020;169550;НДС - 20%;0;4005800025631;1
5179038;Eucerin 63840 Крем флюид д/лица 50мл (SPF-50);Байерсдорф, Німеччина;2.6.1Косметика_общий режим;256,17;230,55;ЯЩ-EX;01.09.2019;169583;НДС - 20%;0;4005800147005;1
5179036;Eucerin 63853 Спрей дет.д/безоп.загара 200мл (SPF-50);Байерсдорф, Німеччина;2.6.1Косметика_общий режим;308,02;277,22;ЯЩ-EX;01.12.2019;169580;НДС - 20%;0;4005800027901;1
5179098;Eucerin 63907 Спрей солнцез.прозр.с УФ факт.50 200мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;289,51;260,55;ЯЩ-EX;01.07.2019;278395;НДС - 20%;0;4005800005459;1
5179026;Eucerin 63908 Гиал-Филлер амп. 5мл N6;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;469,1;422,2;ЯЩ-EX;01.12.2018;169576;НДС - 20%;0;4005800076985;1
5179106;Eucerin 63915 Спрей солнцез.прозр.SPF 30 200мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;289,51;260,55;ЯЩ-EX;01.07.2019;316471;НДС - 20%;0;4005800005589;1
5179002;Eucerin 63924 Гиал-Филлер.Лег.кр.п/морщ. SPF15,50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;382,69;344,42;ЯЩ-EX;01.02.2020;169551;НДС - 20%;0;4005800014680;1
5179017;Eucerin 63962 АП.Увлаж.и освеж. душ-гель 400мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;185,15;166,64;ЯЩ-EX;01.02.2020;169564;НДС - 20%;0;4005800019661;1
5179027;Eucerin 63976 Аквафор бальзам успок.восст.д/разд.кожи 40г;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;123,43;111,09;ЯЩ-EX;01.05.2020;178588;НДС - 20%;0;4005800019906;1
5179031;Eucerin 63993 Мягк.осв.гель д/умыв.д/норм и комб.кожи.200мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;203,67;183,3;ЯЩ-EX;01.06.2020;169575;НДС - 20%;0;4005808583317;1
5179030;Eucerin 63995 Очищ.тоник д/всех типов кожи.200мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;185,15;166,64;ЯЩ-EX;01.05.2020;169574;НДС - 20%;0;4005808583508;1
5179021;Eucerin 63997 Флюид мицел. очищ.3в1 200мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;166,64;149,97;ЯЩ-EX;01.08.2020;169556;НДС - 20%;0;4005808583775;1
5179010;Eucerin 69605 Кр.д/проб.кожи.с УФ факт.30 50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;222,19;199,97;ЯЩ-EX;01.02.2019;169559;НДС - 20%;0;4005800016196;1
5179103;Eucerin 69613 Антипер.48ч ролик.50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;141,94;127,74;ЯЩ-EX;01.04.2020;316469;НДС - 20%;0;4005800028229;1
5179033;Eucerin 69614 Антипер.72ч п/повыш.потлив. 30мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;148,12;133,32;ЯЩ-EX;01.04.2020;178568;НДС - 20%;0;;1
5179023;Eucerin 69617 10% УреяПлюсУвлаж.лосьон д/тела сух.кож. 250мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;197,5;177,74;ЯЩ-EX;01.10.2020;169579;НДС - 20%;0;;1
5179024;Eucerin 69620 5% УреяПлюсУвлаж.лосьон д/тела сух.кож. 250мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;197,5;177,74;ЯЩ-EX;01.03.2020;169578;НДС - 20%;0;;1
5179090;Eucerin 69645 Днев.кр.д/лица депигм.50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;308,61;277,75;ЯЩ-EX;01.08.2020;198409;НДС - 20%;0;4005800121104;1
5179089;Eucerin 69646 Ноч.кр.д/лица депигм.50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;314,78;283,3;ЯЩ-EX;01.05.2019;198410;НДС - 20%;0;4005800029950;1
5179104;Eucerin 69653 Шампунь ДермоКапиляр рН5 д/чув.кож.250мл д/ежедн.исп.;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;160,46;144,42;ЯЩ-EX;01.02.2020;316485;НДС - 20%;0;4005800036736;1
5179043;Eucerin 69654 Гель-Шампунь п/перх.д/жир.кож. 250мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;160,46;144,42;ЯЩ-EX;01.02.2020;169538;НДС - 20%;0;4005800036637;1
5179044;Eucerin 69657 Шампунь увл.д/сух.кож. 250мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;160,46;144,42;ЯЩ-EX;01.01.2020;169539;НДС - 20%;0;4005800037535;1
5179045;Eucerin 69659 Шампунь п/выпад.волос 250мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;160,46;144,42;ЯЩ-EX;01.04.2020;169540;НДС - 20%;0;4005800036811;1
5179046;Eucerin 69660 Концент.п/выпад. волос 100мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;234,54;211,08;;01.04.2019;169588;НДС - 20%;0;4005800036828;1
5179128;Eucerin 69675 Гиал-Филлер Эластисити Дн.кр.д/сух.кожи 50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;391,94;352,78;ЯЩ-EX;01.05.2020;169548;НДС - 20%;0;4005800160233;1
5179129;Eucerin 69678 Гиал-Филлер Эластисити Ноч.антивоз.кр.д/кожи 50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;447,48;402,77;ЯЩ-EX;01.06.2020;169549;НДС - 20%;0;4005800160264;1
5179105;Eucerin 69700 Вольюм Филлер Днев.крем д/восст.конт.лица.д/нор.и комб.кожи 50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;382,69;344,42;ЯЩ-EX;01.02.2020;316480;НДС - 20%;0;4005800050039;1
5179096;Eucerin 69701 Днев.крем д/восст.конт.лица.д/сух.кожи 50мл банка;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;382,69;344,42;ЯЩ-EX;01.03.2020;266861;НДС - 20%;0;4005800050107;1
5179095;Eucerin 69702 Ночной крем.д/восст.конт.лица 50мл банка;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;419,72;377,75;ЯЩ-EX;01.03.2020;266872;НДС - 20%;0;4005800050138;1
5179097;Eucerin 69703 Крем востан.контур вокруг глаз 15мл туб.;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;320,96;288,86;ЯЩ-EX;01.12.2019;266874;НДС - 20%;0;4005800050176;1
5179115;Eucerin 69768 Гель-крем солнецезащ.SPF30 50мл д/жир.кожи и склон.к акне кожи лица;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;256,17;230,55;ЯЩ-EX;01.08.2018;394165;НДС - 20%;0;4005800119538;1
5179110;Eucerin 69779 АП Крем лег.увл.дн.д/нор.и комб.кожи 50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;265,4;238,86;ЯЩ-EX;01.07.2020;360533;НДС - 20%;0;4005800128264;1
5179108;Eucerin 69781 АП Крем увлаж.дн.д/всех тип.кожи с УФ 25 50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;265,4;238,86;ЯЩ-EX;01.02.2020;360540;НДС - 20%;0;4005800128325;1
5179107;Eucerin 69782 АП Крем увлаж.контур вокруг глаз 15мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;244,41;219,97;ЯЩ-EX;01.11.2019;169562;НДС - 20%;0;4005800128356;1
5179111;Eucerin 87921 Гиал-Филлер Крем СС п/морщ.свет.оттен.50мл корр.цвет.;Beiersdorf Manufacturing Poznan Sp.Z.o.o.,Польща ;2.6.1Косметика_общий режим;271,57;244,41;ЯЩ-EX;01.01.2019;385049;НДС - 20%;0;4005800143649;1
5179112;Eucerin 87923 Гиал-Филлер Крем СС п/морщ.сред.оттен.50мл корр.цвет.;Beiersdorf Manufacturing Poznan Sp.Z.o.o.,Польща ;2.6.1Косметика_общий режим;271,57;244,41;ЯЩ-EX;01.06.2018;385050;НДС - 20%;0;4005800143588;1
5179127;Eucerin 87925 ДермПьюр Крем д/пробл.кожи 40мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;185,16;166,64;ЯЩ-EX;01.03.2020;464268;НДС - 20%;0;4005800181986;1
5179125;Eucerin 87926 Мицеляр.р-р д/умыв.д/проб.кожи.200мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;178,96;161,08;ЯЩ-EX;01.01.2020;464267;НДС - 20%;0;4005800181993;1
2421001;Eucerin 87934 Солнцез.антивозр.флюид д/лица SPF-50 50мл;Beiersdorf Manufacturing Poznan Sp.Z.o.o.,Польща ;2.6.1Косметика_общий режим;256,17;230,55;ЯЩ-EX;01.01.2020;437278;НДС - 20%;0;4005800146619;1
5179130;Eucerin 87971 Еласт+Филлер Масло д/лица антивоз. 30мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;490,69;441,67;ЯЩ-EX;01.11.2019;;НДС - 20%;0;4005800158148;1
5179126;Eucerin 88965 ДермПьюр Карандаш-корр.д/проб.кожи 2.5г с матир.эф.;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;185,14;166,64;;01.01.2020;464266;НДС - 20%;0;4005800180859;1
5179122;Eucerin 88969 Крем успокаиващ.д/проб.кожи.50мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;203,66;183,3;ЯЩ-EX;01.12.2019;464271;НДС - 20%;0;4005800182006;1
5179123;Eucerin 88984 Скраб д/умыв.д/проб.кожи.100мл;Байерсдорф, Німеччина;2.6.1Косметика_общий режим;185,15;166,64;ЯЩ-EX;01.12.2019;169565;НДС - 20%;0;4005800182044;1
1299006;Express Opti Free 120мл р-р д/конт.линз^;Алкон Лаб., США;2.5.2Изделия мед.назнач._предм. ухода_общий режим;119,69;104,31;ЯЩ-EX;01.06.2019;60349;НДС - 7%;0;300653144466;1
1299005;Express Opti Free 355мл р-р д/конт.линз^;Алкон Лаб., США;2.5.2Изделия мед.назнач._предм. ухода_общий режим;213,65;186,19;ЯЩ-EX;01.11.2018;60351;НДС - 7%;0;300653144473;1
1299004;Express Opti Free 60мл р-р д/конт.линз^;Алкон Лаб., США;2.5.2Изделия мед.назнач._предм. ухода_общий режим;81,11;70,68;ЯЩ-EX;01.08.2018;60348;НДС - 7%;0;300653144459;1
1674002;Eye-t® Ektoin 0.5%(Ай-ти Эктоин) кап.глаз.амп.0.5мл №10;bitop AG,Німеччина/Pharma Stulln GmbH,Німеччина для FARMAPLANT Fabrikation Chemischer Produkte GmbH,;2.5.2Изделия мед.назнач._предм. ухода_общий режим;198,69;173,15;ЯЩ-EX;01.11.2018;313328;НДС - 7%;0;4250603910046;1
6070258;HD Anti Age Bio Active Hands Крем д/рук омол.пит. 60мл;ТОВ"МНВО"Бiокон", Україна;2.6.1Косметика_общий режим;28,56;25,5;ЯЩ-EX;01.07.2018;173623;НДС - 20%;0;4820008319135;1
6070260;HD Anti Age Bio Active Multieffect Крем п/возр.изменен.50мл;ТОВ"МНВО"Бiокон", Україна;2.6.1Косметика_общий режим;52,05;50,6;ЯЩ-EX;01.10.2019;174626;НДС - 20%;0;4820008319111;1
607094;HD Anti Age Bio-Active Serum Сыворотка актив.19мл;ТОВ"МНВО"Бiокон", Україна;2.6.1Косметика_общий режим;56,67;50,6;ЯЩ-EX;01.10.2019;68135;НДС - 20%;0;4820008311177;1
6070267;HD Anti Age Opti-Mist Neo Крем флюид д/конт.глаз 22мл;ТОВ"МНВО"Бiокон", Україна;2.6.1Косметика_общий режим;56,67;50,6;ЯЩ-EX;01.01.2020;177912;НДС - 20%;0;4820008319128;1
6070242;HD Ext-Dry Aqua Clean Гель увлаж.д/умыв.180мл;ТОВ"МНВО"Бiокон", Україна;2.6.1Косметика_общий режим;34,72;31;;01.01.2020;167687;НДС - 20%;0;4820008318725;1
6070254;HD Ext-Dry Aqua Ideal Крем днев.увлаж.50мл;ТОВ"МНВО"Бiокон", Україна;2.6.1Косметика_общий режим;50,01;44,65;ЯЩ-EX;01.10.2019;171543;НДС - 20%;0;4820008319036;1
